song_id,title,artist,rank,year
540,Just A Kiss,Lady Antebellum,41,2011
541,Dirt Road Anthem,Jason Aldean,42,2011
542,Dynamite,Taio Cruz,43,2011
543,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,44,2011
544,I Wanna Go,Britney Spears,45,2011
545,I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",46,2011
546,You Make Me Feel...,Cobra Starship Featuring Sabi,47,2011
547,Yeah 3X,Chris Brown,48,2011
548,Moment 4 Life,Nicki Minaj Featuring Drake,49,2011
549,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,50,2011
550,Just A Dream,Nelly,51,2011
551,Motivation,Kelly Rowland Featuring Lil Wayne,52,2011
552,Stereo Love,Edward Maya & Vika Jigulina,53,2011
553,Jar Of Hearts,Christina Perri,54,2011
554,Roll Up,Wiz Khalifa,55,2011
555,Sexy And I Know It,LMFAO,56,2011
556,Rocketeer,Far*East Movement Featuring Ryan Tedder,57,2011
557,All Of The Lights,Kanye West,58,2011
558,Hold It Against Me,Britney Spears,59,2011
559,More,Usher,60,2011
560,What The Hell,Avril Lavigne,61,2011
561,Written In The Stars,Tinie Tempah Featuring Eric Turner,62,2011
562,Bottoms Up,Trey Songz Featuring Nicki Minaj,63,2011
563,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,64,2011
564,For The First Time,The Script,65,2011
565,Honey Bee,Blake Shelton,66,2011
566,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,67,2011
567,We Found Love,Rihanna Featuring Calvin Harris,68,2011
568,Pretty Girl Rock,Keri Hilson,69,2011
569,You And I,Lady Gaga,70,2011
570,Like A G6,Far*East Movement Featuring Cataracs & Dev,71,2011
571,Without You,David Guetta Featuring Usher,72,2011
572,Back To December,Taylor Swift,73,2011
573,Teenage Dream,Katy Perry,74,2011
574,Crazy Girl,Eli Young Band,75,2011
575,Cheers (Drink To That),Rihanna,76,2011
576,Who Says,Selena Gomez & The Scene,77,2011
577,Barefoot Blue Jean Night,Jake Owen,78,2011
578,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,79,2011
579,Country Girl (Shake It For Me),Luke Bryan,80,2011
580,Remind Me,Brad Paisley Duet With Carrie Underwood,81,2011
581,In The Dark,Dev,82,2011
582,Backseat,New Boyz Featuring The Cataracs & Dev,83,2011
583,Headlines,Drake,84,2011
584,Best Thing I Never Had,Beyonce,85,2011
585,Don't Wanna Go Home,Jason Derulo,86,2011
586,Where Them Girls At,David Guetta Featuring Flo Rida & Nicki Minaj,87,2011
587,She Ain't You,Chris Brown,88,2011
588,Take A Back Road,Rodney Atkins,89,2011
589,Please Don't Go,Mike Posner,90,2011
590,Sure Thing,Miguel,91,2011
591,Price Tag,Jessie J Featuring B.o.B,92,2011
592,God Gave Me You,Blake Shelton,93,2011
593,She Will,Lil Wayne Featuring Drake,94,2011
594,Are You Gonna Kiss Me Or Not,Thompson Square,95,2011
595,Animal,Neon Trees,96,2011
596,You And Tequila,Kenny Chesney Featuring Grace Potter,97,2011
597,Colder Weather,Zac Brown Band,98,2011
598,My Last,Big Sean Featuring Chris Brown,99,2011
599,Somebody That I Used To Know,Gotye Featuring Kimbra,1,2012
600,Call Me Maybe,Carly Rae Jepsen,2,2012
601,We Are Young,fun. Featuring Janelle Monae,3,2012
602,Payphone,Maroon 5 Featuring Wiz Khalifa,4,2012
603,Lights,Ellie Goulding,5,2012
604,Glad You Came,The Wanted,6,2012
605,Stronger (What Doesn't Kill You),Kelly Clarkson,7,2012
606,We Found Love,Rihanna Featuring Calvin Harris,8,2012
607,Starships,Nicki Minaj,9,2012
608,What Makes You Beautiful,One Direction,10,2012
609,Wild Ones,Flo Rida Featuring Sia,11,2012
610,Set Fire To The Rain,Adele,12,2012
611,Sexy And I Know It,LMFAO,13,2012
612,Some Nights,fun.,14,2012
613,Wide Awake,Katy Perry,15,2012
614,Good Feeling,Flo Rida,16,2012
615,Whistle,Flo Rida,17,2012
616,One More Night,Maroon 5,18,2012
617,Drive By,Train,19,2012
618,The Motto,Drake Featuring Lil Wayne,20,2012
619,Where Have You Been,Rihanna,21,2012
620,Everybody Talks,Neon Trees,22,2012
621,Take Care,Drake Featuring Rihanna,23,2012
622,Titanium,David Guetta Featuring Sia,24,2012
623,I Won't Give Up,Jason Mraz,25,2012
624,It Will Rain,Bruno Mars,26,2012
625,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",27,2012
626,Boyfriend,Justin Bieber,28,2012
627,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,29,2012
628,Too Close,Alex Clare,30,2012
629,Part Of Me,Katy Perry,31,2012
630,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,32,2012
631,We Are Never Ever Getting Back Together,Taylor Swift,33,2012
632,As Long As You Love Me,Justin Bieber Featuring Big Sean,34,2012
633,Turn Me On,David Guetta Featuring Nicki Minaj,35,2012
634,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,36,2012
635,Blow Me (One Last Kiss),P!nk,37,2012
636,Good Time,Owl City & Carly Rae Jepsen,38,2012
637,Give Your Heart A Break,Demi Lovato,39,2012
638,Ni**as in Paris,Jay Z Kanye West,40,2012
639,The One That Got Away,Katy Perry,41,2012
640,Feel So Close,Calvin Harris,42,2012
641,Someone Like You,Adele,43,2012
642,Scream,Usher,44,2012
643,Rack City,Tyga,45,2012
644,Domino,Jessie J,46,2012
645,Gangnam Style,PSY,47,2012
646,International Love,Pitbull Featuring Chris Brown,48,2012
647,Home,Phillip Phillips,49,2012
648,Without You,David Guetta Featuring Usher,50,2012
649,Ass Back Home,Gym Class Heroes Featuring Neon Hitch,51,2012
650,Wanted,Hunter Hayes,52,2012
651,Drunk On You,Luke Bryan,53,2012
652,No Lie,2 Chainz Featuring Drake,54,2012
653,Want U Back,Cher Lloyd,55,2012
654,Don't Wake Me Up,Chris Brown,56,2012
655,Dance (A$$),Big Sean Featuring Nicki Minaj,57,2012
656,Springsteen,Eric Church,58,2012
657,Brokenhearted,Karmin,59,2012
658,Not Over You,Gavin DeGraw,60,2012
659,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,61,2012
660,Back In Time,Pitbull,62,2012
661,Work Out,J. Cole,63,2012
662,Rumour Has It,Adele,64,2012
663,Let's Go,Calvin Harris Featuring Ne-Yo,65,2012
664,Good Girl,Carrie Underwood,66,2012
665,Pontoon,Little Big Town,67,2012
666,Ho Hey,The Lumineers,68,2012
667,Paradise,Coldplay,69,2012
668,Blown Away,Carrie Underwood,70,2012
669,Rolling In The Deep,Adele,71,2012
670,Climax,Usher,72,2012
671,"Work Hard, Play Hard",Wiz Khalifa,73,2012
672,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,74,2012
673,Pound The Alarm,Nicki Minaj,75,2012
674,Come Over,Kenny Chesney,76,2012
675,Heart Attack,Trey Songz,77,2012
676,Drank In My Cup,Kirko Bangz,78,2012
677,Birthday Cake,Rihanna Featuring Chris Brown,79,2012
678,So Good,B.o.B,80,2012
679,50 Ways To Say Goodbye,Train,81,2012
680,Red Solo Cup,Toby Keith,82,2012
681,Love You Like A Love Song,Selena Gomez & The Scene,83,2012
682,Turn Up The Music,Chris Brown,84,2012
683,Die Young,Ke$ha,85,2012
684,5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,86,2012
685,A Thousand Years,Christina Perri,87,2012
686,Take A Little Ride,Jason Aldean,88,2012
687,You Da One,Rihanna,89,2012
688,We Run The Night,Havana Brown Featuring Pitbull,90,2012
689,It's Time,Imagine Dragons,91,2012
690,Cashin' Out,Ca$h Out,92,2012
691,I Don't Want This Night To End,Luke Bryan,93,2012
692,Diamonds,Rihanna,94,2012
693,Hard To Love,Lee Brice,95,2012
694,Somethin' 'Bout A Truck,Kip Moore,96,2012
695,Adorn,Miguel,97,2012
696,Fly Over States,Jason Aldean,98,2012
697,Even If It Breaks Your Heart,Eli Young Band,99,2012
698,Burn It Down,Linkin Park,100,2012
699,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,1,2013
700,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2,2013
701,Radioactive,Imagine Dragons,3,2013
702,Harlem Shake,Baauer,4,2013
703,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,5,2013
704,Mirrors,Justin Timberlake,6,2013
705,Just Give Me A Reason,P!nk Featuring Nate Ruess,7,2013
706,When I Was Your Man,Bruno Mars,8,2013
707,Cruise,Florida Georgia Line Featuring Nelly,9,2013
708,Roar,Katy Perry,10,2013
709,Locked Out Of Heaven,Bruno Mars,11,2013
710,Ho Hey,The Lumineers,12,2013
711,Stay,Rihanna Featuring Mikky Ekko,13,2013
712,Get Lucky,Daft Punk Featuring Pharrell Williams,14,2013
713,Royals,Lorde,15,2013
714,I Knew You Were Trouble.,Taylor Swift,16,2013
715,We Can't Stop,Miley Cyrus,17,2013
716,Wrecking Ball,Miley Cyrus,18,2013
717,Wake Me Up!,Avicii,19,2013
718,Suit & Tie,Justin Timberlake Featuring JAY Z,20,2013
719,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,21,2013
720,Holy Grail,Jay Z Featuring Justin Timberlake,22,2013
721,Scream & Shout,will.i.am & Britney Spears,23,2013
722,Clarity,Zedd Featuring Foxes,24,2013
723,Sail,AWOLNATION,25,2013
724,Don't You Worry Child,Swedish House Mafia Featuring John Martin,26,2013
725,Diamonds,Rihanna,27,2013
726,I Love It,Icona Pop Featuring Charli XCX,28,2013
727,Safe And Sound,Capital Cities,29,2013
728,Treasure,Bruno Mars,30,2013
729,The Way,Ariana Grande Featuring Mac Miller,31,2013
730,Started From The Bottom,Drake,32,2013
731,Come & Get It,Selena Gomez,33,2013
732,"Hold On, We're Going Home",Drake Featuring Majid Jordan,34,2013
733,Daylight,Maroon 5,35,2013
734,Feel This Moment,Pitbull Featuring Christina Aguilera,36,2013
735,Applause,Lady Gaga,37,2013
736,One More Night,Maroon 5,38,2013
737,Love Me,Lil Wayne Featuring Drake & Future,39,2013
738,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,40,2013
739,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",41,2013
740,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,42,2013
741,Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert,43,2013
742,Sweet Nothing,Calvin Harris Featuring Florence Welch,44,2013
743,Summertime Sadness,Lana Del Rey & Cedric Gervais,45,2013
744,Home,Phillip Phillips,46,2013
745,It's Time,Imagine Dragons,47,2013
746,Power Trip,J. Cole Featuring Miguel,48,2013
747,Girl On Fire,Alicia Keys Featuring Nicki Minaj,49,2013
748,Heart Attack,Demi Lovato,50,2013
749,Love Somebody,Maroon 5,51,2013
750,I Will Wait,Mumford & Sons,52,2013
751,Try,P!nk,53,2013
752,Wagon Wheel,Darius Rucker,54,2013
753,Gangnam Style,PSY,55,2013
754,I Need Your Love,Calvin Harris Featuring Ellie Goulding,56,2013
755,Die Young,Ke$ha,57,2013
756,Some Nights,fun.,58,2013
757,Bad,Wale Featuring Tiara Thomas Or Rihanna,59,2013
758,Boys 'round Here,Blake Shelton Featuring Pistol Annies & Friends,60,2013
759,"Gone, Gone, Gone",Phillip Phillips,61,2013
760,Demons,Imagine Dragons,62,2013
761,Counting Stars,OneRepublic,63,2013
762,I Cry,Flo Rida,64,2013
763,Little Talks,Of Monsters And Men,65,2013
764,The Other Side,Jason Derulo,66,2013
765,Berzerk,Eminem,67,2013
766,Catch My Breath,Kelly Clarkson,68,2013
767,Crash My Party,Luke Bryan,69,2013
768,Pour It Up,Rihanna,70,2013
769,22,Taylor Swift,71,2013
770,I Want Crazy,Hunter Hayes,72,2013
771,The Fox,Ylvis,73,2013
772,Best Song Ever,One Direction,74,2013
773,The A Team,Ed Sheeran,75,2013
774,Carry On,fun.,76,2013
775,Highway Don't Care,Tim McGraw With Taylor Swift,77,2013
776,That's My Kind Of Night,Luke Bryan,78,2013
777,Swimming Pools (Drank),Kendrick Lamar,79,2013
778,Sure Be Cool If You Did,Blake Shelton,80,2013
779,#Beautiful,Mariah Carey Featuring Miguel,81,2013
780,Troublemaker,Olly Murs Featuring Flo Rida,82,2013
781,Body Party,Ciara,83,2013
782,Adorn,Miguel,84,2013
783,Hall Of Fame,The Script Featuring will.i.am,85,2013
784,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,86,2013
785,U.O.E.N.O.,Rocko Featuring Future & Rick Ross,87,2013
786,Next To Me,Emeli Sande,88,2013
787,Mama's Broken Heart,Miranda Lambert,89,2013
788,It Goes Like This,Thomas Rhett,90,2013
789,Bugatti,Ace Hood Featuring Future & Rick Ross,91,2013
790,Wanted,Hunter Hayes,92,2013
791,Downtown,Lady Antebellum,93,2013
792,Get Your Shine On,Florida Georgia Line,94,2013
793,#thatPOWER,will.i.am Featuring Justin Bieber,95,2013
794,Brave,Sara Bareilles,96,2013
795,Let Her Go,Passenger,97,2013
796,Runnin' Outta Moonlight,Randy Houser,98,2013
797,I'm Different,2 Chainz,99,2013
798,Still Into You,Paramore,100,2013
799,Happy,Pharrell Williams,1,2014
800,Dark Horse,Katy Perry Featuring Juicy J,2,2014
801,All Of Me,John Legend,3,2014
802,Fancy,Iggy Azalea Featuring Charli XCX,4,2014
803,Counting Stars,OneRepublic,5,2014
804,Talk Dirty,Jason Derulo Featuring 2 Chainz,6,2014
805,Rude,MAGIC!,7,2014
806,All About That Bass,Meghan Trainor,8,2014
807,Problem,Ariana Grande Featuring Iggy Azalea,9,2014
808,Stay With Me,Sam Smith,10,2014
809,Timber,Pitbull Featuring Ke$ha,11,2014
810,Pompeii,Bastille,12,2014
811,Shake It Off,Taylor Swift,13,2014
812,Am I Wrong,Nico & Vinz,14,2014
813,Turn Down For What,DJ Snake & Lil Jon,15,2014
814,The Monster,Eminem Featuring Rihanna,16,2014
815,Say Something,A Great Big World & Christina Aguilera,17,2014
816,Team,Lorde,18,2014
817,Let Her Go,Passenger,19,2014
818,Royals,Lorde,20,2014
819,Let It Go,Idina Menzel,21,2014
820,Wake Me Up!,Avicii,22,2014
821,Demons,Imagine Dragons,23,2014
822,Story Of My Life,One Direction,24,2014
823,Chandelier,Sia,25,2014
824,Black Widow,Iggy Azalea Featuring Rita Ora,26,2014
825,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",27,2014
826,Latch,Disclosure Featuring Sam Smith,28,2014
827,Maps,Maroon 5,29,2014
828,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,30,2014
829,Best Day Of My Life,American Authors,31,2014
830,Habits (Stay High),Tove Lo,32,2014
831,Summer,Calvin Harris,33,2014
832,Boom Clap,Charli XCX,34,2014
833,Drunk In Love,Beyonce Featuring Jay Z,35,2014
834,Anaconda,Nicki Minaj,36,2014
835,Break Free,Ariana Grande Featuring Zedd,37,2014
836,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,38,2014
837,Burn,Ellie Goulding,39,2014
838,Wiggle,Jason Derulo Featuring Snoop Dogg,40,2014
839,Rather Be,Clean Bandit Featuring Jess Glynne,41,2014
840,Don't Tell 'Em,Jeremih Featuring YG,42,2014
841,Show Me,Kid Ink Featuring Chris Brown,43,2014
842,Wrecking Ball,Miley Cyrus,44,2014
843,Not A Bad Thing,Justin Timberlake,45,2014
844,Roar,Katy Perry,46,2014
845,Ain't It Fun,Paramore,47,2014
846,The Man,Aloe Blacc,48,2014
847,This Is How We Roll,Florida Georgia Line Featuring Luke Bryan,49,2014
848,Classic,MKTO,50,2014
849,A Sky Full Of Stars,Coldplay,51,2014
850,Don't,Ed Sheeran,52,2014
851,Na Na,Trey Songz,53,2014
852,Hot Boy,Bobby Shmurda,54,2014
853,"Hold On, We're Going Home",Drake Featuring Majid Jordan,55,2014
854,Sing,Ed Sheeran,56,2014
855,Radioactive,Imagine Dragons,57,2014
856,My Hitta,YG Featuring Jeezy & Rich Homie Quan,58,2014
857,Cool Kids,Echosmith,59,2014
858,Hey Brother,Avicii,60,2014
859,Trumpets,Jason Derulo,61,2014
860,Animals,Maroon 5,62,2014
861,Burnin' It Down,Jason Aldean,63,2014
862,Play It Again,Luke Bryan,64,2014
863,2 On,Tinashe Featuring ScHoolboy Q,65,2014
864,Dirt,Florida Georgia Line,66,2014
865,Love Runs Out,OneRepublic,67,2014
866,Bottoms Up,Brantley Gilbert,68,2014
867,Shower,Becky G,69,2014
868,Me And My Broken Heart,Rixton,70,2014
869,Animals,Martin Garrix,71,2014
870,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,72,2014
871,American Kids,Kenny Chesney,73,2014
872,Brave,Sara Bareilles,74,2014
873,Sweater Weather,The Neighbourhood,75,2014
874,Leave The Night On,Sam Hunt,76,2014
875,New Flame,Chris Brown Featuring Usher & Rick Ross,77,2014
876,Love Never Felt So Good,Michael Jackson & Justin Timberlake,78,2014
877,Drunk On A Plane,Dierks Bentley,79,2014
878,Birthday,Katy Perry,80,2014
879,Bartender,Lady Antebellum,81,2014
880,La La La,Naughty Boy Featuring Sam Smith,82,2014
881,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,83,2014
882,Do What U Want,Lady Gaga Featuring R. Kelly,84,2014
883,Can't Remember To Forget You,Shakira Featuring Rihanna,85,2014
884,Amnesia,5 Seconds Of Summer,86,2014
885,No Mediocre,T.I. Featuring Iggy Azalea,87,2014
886,Come With Me Now,KONGOS,88,2014
887,Believe Me,Lil Wayne Featuring Drake,89,2014
888,23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",90,2014
889,Beachin',Jake Owen,91,2014
890,White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,92,2014
891,She Looks So Perfect,5 Seconds Of Summer,93,2014
892,Stay The Night,Zedd Featuring Hayley Williams,94,2014
893,Partition,Beyonce,95,2014
894,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,96,2014
895,0 To 100 / The Catch Up,Drake,97,2014
896,I Don't Dance,Lee Brice,98,2014
897,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,99,2014
898,Adore You,Miley Cyrus,100,2014
899,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,2015
900,Thinking Out Loud,Ed Sheeran,2,2015
901,See You Again,Wiz Khalifa Featuring Charlie Puth,3,2015
902,Trap Queen,Fetty Wap,4,2015
903,Sugar,Maroon 5,5,2015
904,Shut Up And Dance,WALK THE MOON,6,2015
905,Blank Space,Taylor Swift,7,2015
906,Watch Me,Silento,8,2015
907,Earned It (Fifty Shades Of Grey),The Weeknd,9,2015
908,The Hills,The Weeknd,10,2015
909,Cheerleader,OMI,11,2015
910,Can't Feel My Face,The Weeknd,12,2015
911,Love Me Like You Do,Ellie Goulding,13,2015
912,Take Me To Church,Hozier,14,2015
913,Bad Blood,Taylor Swift Featuring Kendrick Lamar,15,2015
914,Lean On,Major Lazer & DJ Snake Featuring MO,16,2015
915,Want To Want Me,Jason Derulo,17,2015
916,Shake It Off,Taylor Swift,18,2015
917,Where Are U Now,Skrillex & Diplo With Justin Bieber,19,2015
918,Fight Song,Rachel Platten,20,2015
919,679,Fetty Wap Featuring Remy Boyz,21,2015
920,Lips Are Movin,Meghan Trainor,22,2015
921,Worth It,Fifth Harmony Featuring Kid Ink,23,2015
922,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,24,2015
923,"Honey, I'm Good.",Andy Grammer,25,2015
924,I'm Not The Only One,Sam Smith,26,2015
925,Good For You,Selena Gomez Featuring A$AP Rocky,27,2015
926,All About That Bass,Meghan Trainor,28,2015
927,Style,Taylor Swift,29,2015
928,Hotline Bling,Drake,30,2015
929,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",31,2015
930,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,32,2015
931,What Do You Mean?,Justin Bieber,33,2015
932,Photograph,Ed Sheeran,34,2015
933,Hello,Adele,35,2015
934,Stitches,Shawn Mendes,36,2015
935,Talking Body,Tove Lo,37,2015
936,Jealous,Nick Jonas,38,2015
937,Time Of Our Lives,Pitbull & Ne-Yo,39,2015
938,Locked Away,R. City Featuring Adam Levine,40,2015
939,Somebody,Natalie La Rose Featuring Jeremih,41,2015
940,FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,42,2015
941,Centuries,Fall Out Boy,43,2015
942,My Way,Fetty Wap Featuring Monty,44,2015
943,Take Your Time,Sam Hunt,45,2015
944,Animals,Maroon 5,46,2015
945,I Don't F**k With You,Big Sean Featuring E-40,47,2015
946,B**** Better Have My Money,Rihanna,48,2015
947,Flex (Ooh Ooh Ooh),Rich Homie Quan,49,2015
948,Nasty Freestyle,T-Wayne,50,2015
949,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",51,2015
950,Elastic Heart,Sia,52,2015
951,Cool For The Summer,Demi Lovato,53,2015
952,Renegades,X Ambassadors,54,2015
953,I Don't Mind,Usher Featuring Juicy J,55,2015
954,Love Me Harder,Ariana Grande & The Weeknd,56,2015
955,Wildest Dreams,Taylor Swift,57,2015
956,Stay With Me,Sam Smith,58,2015
957,You Know You Like It,DJ Snake & AlunaGeorge,59,2015
958,Uma Thurman,Fall Out Boy,60,2015
959,7/11,Beyonce,61,2015
960,The Heart Wants What It Wants,Selena Gomez,62,2015
961,Girl Crush,Little Big Town,63,2015
962,Slow Motion,Trey Songz,64,2015
963,Drag Me Down,One Direction,65,2015
964,Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,66,2015
965,One Last Time,Ariana Grande,67,2015
966,Chains,Nick Jonas,68,2015
967,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,69,2015
968,No Type,Rae Sremmurd,70,2015
969,Riptide,Vance Joy,71,2015
970,Classic Man,Jidenna Featuring Roman GianArthur,72,2015
971,Ex's & Oh's,Elle King,73,2015
972,Dear Future Husband,Meghan Trainor,74,2015
973,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,75,2015
974,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,76,2015
975,Habits (Stay High),Tove Lo,77,2015
976,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,78,2015
977,CoCo,O.T. Genasis,79,2015
978,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",80,2015
979,Lay Me Down,Sam Smith,81,2015
980,Tuesday,I LOVE MAKONNEN Featuring Drake,82,2015
981,Hit The Quan,iLoveMemphis,83,2015
982,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",84,2015
983,House Party,Sam Hunt,85,2015
984,Ayo,Chris Brown & Tyga,86,2015
985,Kick The Dust Up,Luke Bryan,87,2015
986,Blessings,Big Sean Featuring Drake,88,2015
987,Budapest,George Ezra,89,2015
988,Chandelier,Sia,90,2015
989,Heartbeat Song,Kelly Clarkson,91,2015
990,Don't,Ed Sheeran,92,2015
991,Ghost,Ella Henderson,93,2015
992,Here,Alessia Cara,94,2015
993,Waves,Mr. Probz,95,2015
994,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,96,2015
995,She Knows,Ne-Yo Featuring Juicy J,97,2015
996,Night Changes,One Direction,98,2015
997,Back To Back,Drake,99,2015
998,How Deep Is Your Love,Calvin Harris & Disciples,100,2015
999,Love Yourself,Justin Bieber,1,2016
1000,Sorry,Justin Bieber,2,2016
1001,One Dance,Drake Featuring WizKid & Kyla,3,2016
1002,Work,Rihanna Featuring Drake,4,2016
1003,Stressed Out,twenty one pilots,5,2016
1004,Panda,Desiigner,6,2016
1005,Hello,Adele,7,2016
1006,Don't Let Me Down,The Chainsmokers Featuring Daya,8,2016
1007,Can't Stop The Feeling!,Justin Timberlake,9,2016
1008,Closer,The Chainsmokers Featuring Halsey,10,2016
1009,Cheap Thrills,Sia Featuring Sean Paul,11,2016
1010,7 Years,Lukas Graham,12,2016
1011,Needed Me,Rihanna,13,2016
1012,My House,Flo Rida,14,2016
1013,I Took A Pill In Ibiza,Mike Posner,15,2016
1014,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,16,2016
1015,This Is What You Came For,Calvin Harris Featuring Rihanna,17,2016
1016,Cake By The Ocean,DNCE,18,2016
1017,"Me, Myself & I",G-Eazy x Bebe Rexha,19,2016
1018,Ride,twenty one pilots,20,2016
1019,Heathens,twenty one pilots,21,2016
1020,Pillowtalk,Zayn,22,2016
1021,Stitches,Shawn Mendes,23,2016
1022,Hotline Bling,Drake,24,2016
1023,Cold Water,Major Lazer Featuring Justin Bieber & MO,25,2016
1024,Send My Love (To Your New Lover),Adele,26,2016
1025,Roses,The Chainsmokers Featuring Rozes,27,2016
1026,Treat You Better,Shawn Mendes,28,2016
1027,Too Good,Drake Featuring Rihanna,29,2016
1028,Low Life,Future Featuring The Weeknd,30,2016
1029,What Do You Mean?,Justin Bieber,31,2016
1030,The Hills,The Weeknd,32,2016
1031,Just Like Fire,P!nk,33,2016
1032,Broccoli,D.R.A.M. Featuring Lil Yachty,34,2016
1033,Don't,Bryson Tiller,35,2016
1034,Dangerous Woman,Ariana Grande,36,2016
1035,Jumpman,Drake & Future,37,2016
1036,I Hate U I Love U,gnash Featuring Olivia O'Brien,38,2016
1037,Here,Alessia Cara,39,2016
1038,Same Old Love,Selena Gomez,40,2016
1039,Controlla,Drake,41,2016
1040,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,42,2016
1041,One Call Away,Charlie Puth,43,2016
1042,Let It Go,James Bay,44,2016
1043,No,Meghan Trainor,45,2016
1044,Never Forget You,Zara Larsson & MNEK,46,2016
1045,Let Me Love You,DJ Snake Featuring Justin Bieber,47,2016
1046,Don't Mind,Kent Jones,48,2016
1047,H.O.L.Y.,Florida Georgia Line,49,2016
1048,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,50,2016
1049,Into You,Ariana Grande,51,2016
1050,Gold,Kiiara,52,2016
1051,Exchange,Bryson Tiller,53,2016
1052,679,Fetty Wap Featuring Remy Boyz,54,2016
1053,Oui,Jeremih,55,2016
1054,Hands To Myself,Selena Gomez,56,2016
1055,2 Phones,Kevin Gates,57,2016
1056,Starboy,The Weeknd Featuring Daft Punk,58,2016
1057,For Free,DJ Khaled Featuring Drake,59,2016
1058,Never Be Like You,Flume Featuring Kai,60,2016
1059,In The Night,The Weeknd,61,2016
1060,Me Too,Meghan Trainor,62,2016
1061,Ex's & Oh's,Elle King,63,2016
1062,Die A Happy Man,Thomas Rhett,64,2016
1063,White Iverson,Post Malone,65,2016
1064,Close,Nick Jonas Featuring Tove Lo,66,2016
1065,Unsteady,X Ambassadors,67,2016
1066,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",68,2016
1067,Down In The DM,Yo Gotti Featuring Nicki Minaj,69,2016
1068,Luv,Tory Lanez,70,2016
1069,Sorry,Beyonce,71,2016
1070,Can't Feel My Face,The Weeknd,72,2016
1071,Hymn For The Weekend,Coldplay,73,2016
1072,Say It,Tory Lanez,74,2016
1073,Antidote,Travis Scott,75,2016
1074,Lost Boy,Ruth B,76,2016
1075,Side To Side,Ariana Grande Featuring Nicki Minaj,77,2016
1076,"Sit Still, Look Pretty",Daya,78,2016
1077,Wildest Dreams,Taylor Swift,79,2016
1078,Middle,DJ Snake Featuring Bipolar Sunshine,80,2016
1079,On My Mind,Ellie Goulding,81,2016
1080,Pop Style,Drake Featuring The Throne,82,2016
1081,When We Were Young,Adele,83,2016
1082,Hide Away,Daya,84,2016
1083,Lean On,Major Lazer & DJ Snake Featuring MO,85,2016
